user_id,gender,credit_score,total_debt,yearly_income,card_id,card_brand,card_type,card_on_dark_web,credit_limit,txn_date,amount,merchant_id,errors
1674,Male,712,$11245,$26858,2873,Amex,Credit,False,$8800,2010-02-07 16:03:00,$21.48,22204,
996,Female,738,$107765,$40194,3208,Mastercard,Credit,False,$12900,2010-02-07 16:04:00,$74.13,48332,
1171,Male,781,$0,$39214,4213,Mastercard,Credit,False,$13500,2010-02-07 16:04:00,$44.97,44204,
1977,Female,773,$0,$57185,965,Mastercard,Debit,False,$15341,2010-02-07 16:04:00,$0.34,14528,
96,Female,685,$4344,$99825,3695,Mastercard,Debit,False,$19959,2010-02-07 16:05:00,$-93.00,43293,
528,Male,718,$76392,$40478,3834,Amex,Credit,False,$9500,2010-02-07 16:05:00,$65.86,8279,
1752,Female,810,$81262,$38190,3880,Mastercard,Debit,False,$9496,2010-02-07 16:05:00,$36.32,22204,
1807,Female,828,$98613,$52065,165,Mastercard,Debit (Prepaid),False,$89,2010-02-07 16:05:00,$31.62,16798,
737,Female,758,$16552,$30359,148,Visa,Debit,False,$6789,2010-02-07 16:06:00,$80.27,18357,
872,Female,655,$59730,$31505,5064,Visa,Credit,False,$4200,2010-02-07 16:06:00,$80.00,27092,
985,Male,600,$95454,$51654,3862,Visa,Credit,False,$13200,2010-02-07 16:06:00,$59.13,90865,
1997,Male,758,$25867,$38800,5786,Amex,Credit,False,$25600,2010-02-07 16:06:00,$-84.00,61195,
1169,Female,726,$29627,$61901,2485,Mastercard,Credit,False,$21200,2010-02-07 16:07:00,$28.53,16798,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-02-07 16:07:00,$93.00,59935,
1818,Female,500,$1741,$41843,4711,Mastercard,Debit,False,$36912,2010-02-07 16:07:00,$3.35,48919,
59,Female,695,$424,$25066,1145,Mastercard,Debit,False,$6397,2010-02-07 16:08:00,$1.57,14528,
468,Female,714,$35312,$47374,5532,Mastercard,Debit,False,$21900,2010-02-07 16:08:00,$-76.00,61195,
1752,Female,810,$81262,$38190,3880,Mastercard,Debit,False,$9496,2010-02-07 16:08:00,$90.00,22204,
1963,Male,821,$370,$33869,5418,Visa,Debit,False,$29041,2010-02-07 16:08:00,$24.84,16798,
1851,Male,727,$37163,$75682,5026,Mastercard,Debit (Prepaid),False,$62,2010-02-07 16:10:00,$4.67,83480,
96,Female,685,$4344,$99825,3695,Mastercard,Debit,False,$19959,2010-02-07 16:11:00,$93.00,43293,
106,Male,624,$60321,$29957,1037,Mastercard,Debit,False,$11154,2010-02-07 16:11:00,$9.30,21433,
810,Female,705,$16946,$22540,4309,Visa,Credit,False,$6900,2010-02-07 16:11:00,$2.43,30928,
1096,Male,681,$95988,$41379,3012,Mastercard,Credit,False,$5500,2010-02-07 16:11:00,$6.85,46983,
1604,Male,742,$59817,$31308,2950,Visa,Credit,False,$8800,2010-02-07 16:11:00,$58.00,59935,
1604,Male,742,$59817,$31308,2950,Visa,Credit,False,$8800,2010-02-07 16:11:00,$-58.00,59935,
744,Female,842,$21685,$44699,4158,Mastercard,Debit,False,$1816,2010-02-07 16:12:00,$30.73,59397,
1284,Female,765,$57346,$39947,172,Mastercard,Debit,False,$9789,2010-02-07 16:12:00,$86.81,72945,
1581,Female,684,$55173,$44334,2519,Visa,Debit,False,$26596,2010-02-07 16:12:00,$1.47,14528,
1674,Male,712,$11245,$26858,2873,Amex,Credit,False,$8800,2010-02-07 16:12:00,$64.00,22204,
1417,Female,835,$87082,$52680,1234,Mastercard,Debit (Prepaid),False,$85,2010-02-07 16:13:00,$10.19,69972,
1451,Female,719,$25245,$17078,3226,Mastercard,Debit,False,$34319,2010-02-07 16:13:00,$32.09,60569,
810,Female,705,$16946,$22540,4309,Visa,Credit,False,$6900,2010-02-07 16:14:00,$72.00,30928,
1519,Female,849,$59472,$40012,4210,Mastercard,Debit,False,$16028,2010-02-07 16:14:00,$122.17,54850,
1871,Male,696,$1797,$16611,2430,Mastercard,Debit,False,$9454,2010-02-07 16:14:00,$7.09,43293,
1237,Female,717,$47179,$32150,5163,Mastercard,Debit,False,$1607,2010-02-07 16:15:00,$5.97,82585,
1651,Male,739,$100163,$56018,4181,Mastercard,Debit,False,$21177,2010-02-07 16:15:00,$-91.00,22204,
1967,Male,767,$686,$61793,3367,Visa,Debit,False,$38120,2010-02-07 16:15:00,$30.95,18563,
871,Female,690,$0,$22650,2082,Mastercard,Credit,False,$8600,2010-02-07 16:16:00,$11.84,26240,
1340,Male,691,$64269,$53872,3272,Mastercard,Debit,False,$18462,2010-02-07 16:16:00,$170.39,60569,
1435,Female,703,$157723,$92017,4294,Mastercard,Credit,False,$23500,2010-02-07 16:16:00,$113.92,50783,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-02-07 16:16:00,$21.30,59935,
1563,Female,683,$62461,$22583,5125,Mastercard,Debit,False,$1129,2010-02-07 16:16:00,$0.85,14528,
1997,Male,758,$25867,$38800,5786,Amex,Credit,False,$25600,2010-02-07 16:16:00,$84.00,61195,
1997,Male,758,$25867,$38800,5786,Amex,Credit,False,$25600,2010-02-07 16:16:00,$78.90,61195,
287,Female,710,$57199,$43181,5783,Mastercard,Debit,False,$2159,2010-02-07 16:17:00,$1.20,14528,
1444,Male,698,$144703,$66885,2882,Mastercard,Debit,False,$32049,2010-02-07 16:17:00,$42.75,76850,
1649,Male,729,$323,$399,5973,Mastercard,Debit,False,$232,2010-02-07 16:17:00,$2.59,24504,
1810,Male,711,$5846,$31175,3339,Amex,Credit,False,$7900,2010-02-07 16:17:00,$26.15,48919,
114,Female,725,$907,$34441,3398,Mastercard,Debit,False,$27447,2010-02-07 16:19:00,$53.67,8021,
349,Female,685,$96831,$43229,4314,Visa,Debit,False,$30348,2010-02-07 16:19:00,$1.20,86438,
376,Female,773,$34570,$57975,1262,Visa,Debit,False,$28884,2010-02-07 16:19:00,$89.34,20519,
468,Female,714,$35312,$47374,5532,Mastercard,Debit,False,$21900,2010-02-07 16:19:00,$76.00,61195,
1080,Female,703,$46043,$29413,2562,Mastercard,Debit,False,$1470,2010-02-07 16:19:00,$12.98,78940,
1083,Female,756,$66300,$38568,5173,Visa,Credit,False,$11300,2010-02-07 16:19:00,$12.41,94123,
1361,Male,638,$12978,$28714,4950,Mastercard,Debit,False,$14767,2010-02-07 16:19:00,$64.91,45371,
1551,Male,687,$63264,$35699,2537,Mastercard,Debit (Prepaid),False,$66,2010-02-07 16:19:00,$9.49,75092,
1684,Male,782,$108313,$27861,3278,Visa,Credit,False,$5700,2010-02-07 16:19:00,$31.95,39021,
1752,Female,810,$81262,$38190,3880,Mastercard,Debit,False,$9496,2010-02-07 16:19:00,$-90.00,22204,
1757,Male,784,$79530,$42086,142,Visa,Credit,False,$13200,2010-02-07 16:19:00,$40.24,59935,
1757,Male,784,$79530,$42086,142,Visa,Credit,False,$13200,2010-02-07 16:19:00,$-70.00,59935,
1789,Female,684,$36933,$38527,5130,Visa,Debit,False,$15981,2010-02-07 16:19:00,$52.08,46213,
1805,Male,718,$17008,$26613,2546,Mastercard,Credit,False,$3800,2010-02-07 16:19:00,$26.61,75515,
1817,Female,683,$166395,$73920,2530,Mastercard,Debit,False,$43033,2010-02-07 16:19:00,$32.71,16798,
1075,Female,672,$102286,$51500,3287,Mastercard,Debit,False,$29964,2010-02-07 16:20:00,$38.28,16798,
1475,Female,725,$472,$42306,3746,Visa,Debit,False,$9956,2010-02-07 16:20:00,$2.41,14528,
1551,Male,687,$63264,$35699,2537,Mastercard,Debit (Prepaid),False,$66,2010-02-07 16:20:00,$30.85,96246,
13,Female,588,$65919,$32378,2941,Visa,Debit,False,$10629,2010-02-07 16:21:00,$206.10,7777,
728,Female,721,$50117,$33076,1174,Mastercard,Debit,False,$10618,2010-02-07 16:21:00,$57.73,56338,
837,Male,679,$63276,$36092,160,Mastercard,Credit,False,$6700,2010-02-07 16:21:00,$58.45,20519,
879,Male,702,$27227,$22714,2192,Mastercard,Credit,False,$5100,2010-02-07 16:21:00,$39.90,32175,
1651,Male,739,$100163,$56018,4181,Mastercard,Debit,False,$21177,2010-02-07 16:21:00,$81.96,22204,
32,Female,695,$3174,$52315,3850,Mastercard,Credit,False,$11600,2010-02-07 16:22:00,$18.07,39021,
452,Male,704,$140107,$63356,4249,Mastercard,Debit,False,$33166,2010-02-07 16:22:00,$31.80,41122,
942,Male,742,$128870,$59139,4973,Visa,Debit,False,$39441,2010-02-07 16:22:00,$79.15,86410,
1100,Male,573,$73325,$59815,5964,Mastercard,Debit,False,$14532,2010-02-07 16:22:00,$136.86,20561,
1405,Male,777,$37315,$48755,2939,Mastercard,Credit,False,$10800,2010-02-07 16:22:00,$164.61,30286,
1546,Male,668,$144284,$40336,245,Visa,Debit,False,$2181,2010-02-07 16:22:00,$5.41,61195,
1604,Male,742,$59817,$31308,2950,Visa,Credit,False,$8800,2010-02-07 16:22:00,$33.45,59935,
387,Male,723,$64749,$45388,4601,Mastercard,Debit (Prepaid),False,$49,2010-02-07 16:23:00,$20.00,27092,
1360,Male,672,$64474,$38874,143,Visa,Credit,False,$9000,2010-02-07 16:23:00,$1.93,88413,
1376,Female,543,$85666,$62019,2182,Mastercard,Credit,False,$13100,2010-02-07 16:23:00,$138.31,61552,
1382,Male,706,$44404,$25883,2838,Mastercard,Debit,False,$11415,2010-02-07 16:23:00,$37.60,60569,
96,Female,685,$4344,$99825,3773,Mastercard,Credit,False,$18300,2010-02-07 16:24:00,$200.00,27092,
459,Male,734,$83995,$25257,5827,Amex,Credit,False,$6500,2010-02-07 16:24:00,$71.23,15252,
511,Male,661,$55369,$35602,1038,Visa,Credit,False,$6100,2010-02-07 16:24:00,$16.13,29838,
570,Male,625,$43097,$32245,5897,Mastercard,Debit,False,$19132,2010-02-07 16:24:00,$15.17,46284,
1226,Male,714,$65049,$36860,4159,Mastercard,Credit,False,$9600,2010-02-07 16:24:00,$112.68,63353,
1437,Female,751,$13730,$44807,5818,Mastercard,Debit,False,$16959,2010-02-07 16:24:00,$1.02,60569,
565,Male,757,$15891,$43598,5459,Mastercard,Debit,False,$17689,2010-02-07 16:25:00,$5.92,3531,
1940,Female,826,$19529,$26865,3230,Visa,Debit,False,$311,2010-02-07 16:25:00,$18.96,81922,
119,Female,624,$87970,$56605,5928,Mastercard,Debit,False,$13177,2010-02-07 16:26:00,$33.30,83943,
1084,Male,775,$75415,$64262,3232,Amex,Credit,False,$20900,2010-02-07 16:26:00,$144.04,4392,
1674,Male,712,$11245,$26858,2873,Amex,Credit,False,$8800,2010-02-07 16:26:00,$-64.00,22204,
1239,Female,811,$28613,$38081,1243,Visa,Debit,False,$14295,2010-02-07 16:27:00,$9.27,48919,
1559,Female,746,$126806,$58846,2920,Amex,Credit,False,$13300,2010-02-07 16:27:00,$25.69,29589,
464,Male,850,$93513,$67444,3233,Amex,Credit,False,$18000,2010-02-07 16:28:00,$140.00,27092,
946,Male,781,$79302,$39733,5403,Mastercard,Credit,False,$10600,2010-02-07 16:28:00,$115.28,23934,
356,Female,691,$0,$41420,3251,Mastercard,Debit,False,$14100,2010-02-07 16:29:00,$44.42,32858,
386,Male,655,$62509,$49967,3673,Mastercard,Debit,False,$25093,2010-02-07 16:29:00,$48.30,9130,
827,Female,616,$39222,$30984,2836,Visa,Credit,False,$6800,2010-02-07 16:29:00,$96.00,75781,
1274,Female,705,$123198,$49464,2905,Mastercard,Debit,False,$5391,2010-02-07 16:29:00,$15.74,60569,
1488,Female,695,$86837,$41091,2995,Discover,Credit,False,$11900,2010-02-07 16:29:00,$14.70,69956,
1651,Male,739,$100163,$56018,4181,Mastercard,Debit,False,$21177,2010-02-07 16:29:00,$91.00,22204,
1863,Female,850,$107162,$44124,2213,Mastercard,Debit,False,$1298,2010-02-07 16:29:00,$71.09,88459,
138,Female,641,$103262,$32770,2820,Visa,Debit,False,$13325,2010-02-07 16:30:00,$5.14,20561,
804,Male,812,$24172,$30252,5986,Visa,Debit,False,$3905,2010-02-07 16:30:00,$26.28,33062,
1577,Male,718,$18371,$40745,2394,Mastercard,Debit,False,$15793,2010-02-07 16:30:00,$9.75,83229,
171,Female,694,$142314,$49577,3704,Visa,Debit,False,$13116,2010-02-07 16:31:00,$80.00,59935,
1210,Male,703,$60156,$34531,4606,Mastercard,Debit,False,$10589,2010-02-07 16:31:00,$0.80,14528,
1946,Male,698,$21486,$41109,3679,Visa,Debit,False,$4488,2010-02-07 16:31:00,$0.68,14528,
1983,Male,773,$0,$141161,2907,Mastercard,Credit,False,$51900,2010-02-07 16:31:00,$62.18,92662,
16,Male,681,$19101,$22158,2080,Mastercard,Debit (Prepaid),False,$22,2010-02-07 16:32:00,$9.11,49789,
900,Male,735,$69800,$32896,3412,Amex,Credit,False,$4900,2010-02-07 16:32:00,$126.89,87530,
951,Female,709,$12241,$26664,3330,Visa,Debit,False,$8374,2010-02-07 16:32:00,$92.00,61195,
954,Male,772,$102716,$37963,5586,Visa,Debit,False,$24104,2010-02-07 16:32:00,$13.28,20561,
1668,Male,751,$933,$56099,1153,Mastercard,Debit (Prepaid),False,$20,2010-02-07 16:32:00,$10.20,78454,
1677,Male,671,$92366,$33178,4969,Mastercard,Debit,False,$13404,2010-02-07 16:32:00,$63.00,43293,
1813,Female,808,$120125,$56350,4591,Visa,Credit,False,$13500,2010-02-07 16:32:00,$21.44,83480,
1964,Male,643,$30595,$38637,5898,Mastercard,Debit,False,$17367,2010-02-07 16:32:00,$-80.00,43293,
171,Female,694,$142314,$49577,3704,Visa,Debit,False,$13116,2010-02-07 16:33:00,$-80.00,59935,
457,Female,705,$56689,$36324,4222,Mastercard,Debit,False,$16134,2010-02-07 16:33:00,$124.52,26810,
585,Male,584,$64715,$41483,5881,Mastercard,Debit,False,$19913,2010-02-07 16:33:00,$10.60,18563,
349,Female,685,$96831,$43229,4314,Visa,Debit,False,$30348,2010-02-07 16:34:00,$4.60,65881,
912,Male,755,$41381,$47395,3845,Mastercard,Debit,False,$29391,2010-02-07 16:34:00,$1130.45,22792,
984,Female,850,$80794,$32928,121,Visa,Credit,False,$10600,2010-02-07 16:34:00,$35.26,22117,
1052,Male,655,$22961,$28210,3651,Mastercard,Debit,False,$12346,2010-02-07 16:34:00,$165.08,70644,
1141,Male,777,$19798,$27266,237,Mastercard,Debit,False,$2397,2010-02-07 16:34:00,$1.23,14528,
52,Female,730,$82173,$63796,4976,Visa,Debit,False,$20930,2010-02-07 16:35:00,$107.29,12076,
209,Female,716,$25966,$29206,3795,Visa,Debit,False,$10681,2010-02-07 16:35:00,$41.24,9932,
470,Male,747,$94214,$28553,2896,Mastercard,Debit,False,$2704,2010-02-07 16:35:00,$70.70,73186,
704,Female,840,$35135,$112695,2945,Visa,Debit,False,$65540,2010-02-07 16:35:00,$83.89,86369,
752,Female,664,$15537,$64829,4105,Visa,Debit,False,$19765,2010-02-07 16:35:00,$39.77,82257,
1896,Female,641,$74352,$40246,4272,Visa,Debit,False,$9073,2010-02-07 16:35:00,$2.07,2177,
619,Male,748,$58381,$53986,5,Visa,Debit,False,$21883,2010-02-07 16:36:00,$237.63,84278,
773,Male,786,$3225,$11029,2570,Mastercard,Debit,False,$11372,2010-02-07 16:36:00,$87.67,80770,
920,Female,700,$103891,$28704,2484,Mastercard,Credit,False,$8100,2010-02-07 16:36:00,$78.00,59935,
951,Female,709,$12241,$26664,3330,Visa,Debit,False,$8374,2010-02-07 16:36:00,$-92.00,61195,
1170,Female,694,$50449,$40867,4592,Visa,Credit,False,$7900,2010-02-07 16:36:00,$61.85,92445,
1677,Male,671,$92366,$33178,4969,Mastercard,Debit,False,$13404,2010-02-07 16:36:00,$-63.00,43293,
852,Female,738,$70128,$40156,90,Amex,Credit,False,$10300,2010-02-07 16:37:00,$79.98,59935,
1098,Male,752,$54634,$34456,4626,Visa,Debit,False,$12640,2010-02-07 16:37:00,$-86.00,50867,
1296,Female,788,$93126,$46683,3665,Mastercard,Debit,False,$4317,2010-02-07 16:37:00,$35.77,69956,
1749,Female,614,$21899,$17657,75,Mastercard,Debit (Prepaid),False,$50,2010-02-07 16:37:00,$-73.00,61195,
1946,Male,698,$21486,$41109,3679,Visa,Debit,False,$4488,2010-02-07 16:37:00,$72.60,54850,
1243,Female,705,$26799,$34884,3884,Mastercard,Debit,False,$18540,2010-02-07 16:38:00,$140.00,27092,
1581,Female,684,$55173,$44334,2519,Visa,Debit,False,$26596,2010-02-07 16:38:00,$27.11,14672,
1749,Female,614,$21899,$17657,75,Mastercard,Debit (Prepaid),False,$50,2010-02-07 16:39:00,$30.03,61195,
1963,Male,821,$370,$33869,3364,Visa,Debit,False,$18384,2010-02-07 16:39:00,$26.99,88852,
1964,Male,643,$30595,$38637,5898,Mastercard,Debit,False,$17367,2010-02-07 16:39:00,$31.23,43293,
452,Male,704,$140107,$63356,4249,Mastercard,Debit,False,$33166,2010-02-07 16:40:00,$51.48,41122,
920,Female,700,$103891,$28704,2484,Mastercard,Credit,False,$8100,2010-02-07 16:40:00,$4.86,59935,
987,Male,683,$26832,$61532,4146,Visa,Debit,False,$18912,2010-02-07 16:40:00,$32.62,39021,
1098,Male,752,$54634,$34456,4626,Visa,Debit,False,$12640,2010-02-07 16:40:00,$86.00,50867,Insufficient Balance
1664,Male,791,$50003,$69566,5147,Mastercard,Debit,False,$34572,2010-02-07 16:40:00,$1.41,14528,
1201,Male,715,$195657,$115465,16,Visa,Debit,False,$55693,2010-02-07 16:41:00,$94.61,73039,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-02-07 16:41:00,$64.00,50867,
1728,Female,601,$74337,$38615,153,Mastercard,Debit,False,$1930,2010-02-07 16:41:00,$14.88,49286,
1749,Female,614,$21899,$17657,75,Mastercard,Debit (Prepaid),False,$50,2010-02-07 16:41:00,$73.00,61195,
428,Male,689,$116394,$56486,3842,Mastercard,Credit,False,$14300,2010-02-07 16:42:00,$140.00,27092,
1294,Female,730,$132715,$59114,4629,Visa,Debit,False,$19691,2010-02-07 16:42:00,$19.07,83480,
1538,Male,590,$216,$23572,5833,Mastercard,Debit,False,$16398,2010-02-07 16:42:00,$13.42,98123,
1901,Female,730,$107287,$33728,2158,Visa,Debit (Prepaid),False,$59,2010-02-07 16:42:00,$41.33,49789,
13,Female,588,$65919,$32378,2109,Mastercard,Credit,False,$10400,2010-02-07 16:43:00,$-466.00,51300,
362,Male,792,$59824,$48710,1129,Visa,Debit,False,$11868,2010-02-07 16:43:00,$119.66,25998,
497,Male,850,$8764,$52380,3879,Amex,Credit,False,$15400,2010-02-07 16:43:00,$37.76,83846,
1243,Female,705,$26799,$34884,3885,Mastercard,Debit (Prepaid),False,$33,2010-02-07 16:43:00,$52.58,56431,
1298,Female,729,$26348,$25603,1226,Mastercard,Debit,False,$10040,2010-02-07 16:43:00,$25.72,34256,
557,Male,669,$13411,$28245,5570,Mastercard,Debit,False,$6090,2010-02-07 16:44:00,$81.59,3271,
1098,Male,752,$54634,$34456,4626,Visa,Debit,False,$12640,2010-02-07 16:44:00,$54.70,50867,
1453,Female,641,$51593,$36122,1117,Mastercard,Debit,False,$14561,2010-02-07 16:44:00,$492.17,55555,
1576,Female,712,$839,$36764,5855,Mastercard,Debit (Prepaid),False,$101,2010-02-07 16:44:00,$78.71,44446,
1712,Female,730,$3140,$66999,3291,Mastercard,Debit,False,$21205,2010-02-07 16:44:00,$18.55,20540,
328,Male,700,$65525,$36323,1263,Visa,Credit,False,$13200,2010-02-07 16:45:00,$47.88,17976,
1294,Female,730,$132715,$59114,2591,Visa,Debit,False,$14477,2010-02-07 16:45:00,$1.38,14528,
1225,Male,850,$86171,$62837,5762,Mastercard,Debit,False,$15422,2010-02-07 16:46:00,$31.16,16798,
1345,Female,804,$1140,$16620,5984,Visa,Credit,False,$13900,2010-02-07 16:46:00,$312.54,30286,
1709,Female,744,$111115,$35519,3319,Mastercard,Debit,False,$13461,2010-02-07 16:46:00,$62.98,60569,
1225,Male,850,$86171,$62837,5762,Mastercard,Debit,False,$15422,2010-02-07 16:47:00,$26.41,16798,Bad Card Number
1687,Female,621,$24169,$40189,2509,Mastercard,Debit,False,$2450,2010-02-07 16:47:00,$23.74,78488,
1551,Male,687,$63264,$35699,1114,Mastercard,Debit,False,$15967,2010-02-07 16:48:00,$178.35,83661,
483,Female,713,$68456,$39969,2121,Mastercard,Credit,False,$13100,2010-02-07 16:49:00,$20.16,94123,
1330,Female,575,$30887,$35404,2189,Mastercard,Debit,False,$32557,2010-02-07 16:49:00,$360.00,44795,
1256,Male,728,$149587,$56248,5160,Mastercard,Credit,False,$15700,2010-02-07 16:50:00,$24.86,39021,
1391,Male,631,$67164,$51196,5129,Visa,Debit,False,$29573,2010-02-07 16:50:00,$40.56,39021,
1428,Female,508,$42750,$28472,5116,Mastercard,Debit (Prepaid),False,$47,2010-02-07 16:50:00,$5.01,16798,
1644,Male,686,$1248,$31943,3001,Mastercard,Debit,False,$8304,2010-02-07 16:50:00,$50.98,50867,
1992,Female,710,$47647,$23725,5476,Visa,Debit,False,$13034,2010-02-07 16:50:00,$0.27,14528,
170,Male,768,$58895,$36983,5985,Visa,Debit,False,$16740,2010-02-07 16:51:00,$32.14,48919,
171,Female,694,$142314,$49577,3704,Visa,Debit,False,$13116,2010-02-07 16:51:00,$88.29,59935,
1243,Female,705,$26799,$34884,3885,Mastercard,Debit (Prepaid),False,$33,2010-02-07 16:51:00,$95.00,56431,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-02-07 16:51:00,$15.67,50867,
1677,Male,671,$92366,$33178,4969,Mastercard,Debit,False,$13404,2010-02-07 16:51:00,$29.64,43293,
1967,Male,767,$686,$61793,4494,Mastercard,Debit (Prepaid),False,$70,2010-02-07 16:51:00,$14.11,72442,
52,Female,730,$82173,$63796,4976,Visa,Debit,False,$20930,2010-02-07 16:52:00,$197.15,71650,
1452,Female,660,$241571,$193773,3801,Mastercard,Debit,False,$53466,2010-02-07 16:52:00,$-64.00,50867,
1538,Male,590,$216,$23572,5833,Mastercard,Debit,False,$16398,2010-02-07 16:52:00,$128.18,54850,
114,Female,725,$907,$34441,3398,Mastercard,Debit,False,$27447,2010-02-07 16:53:00,$22.94,15143,
592,Male,714,$2573,$23993,2022,Mastercard,Debit,False,$3117,2010-02-07 16:53:00,$0.95,14528,
852,Female,738,$70128,$40156,90,Amex,Credit,False,$10300,2010-02-07 16:53:00,$79.00,59935,
1052,Male,655,$22961,$28210,3651,Mastercard,Debit,False,$12346,2010-02-07 16:53:00,$140.00,27092,
1341,Male,686,$2985,$30349,4098,Mastercard,Debit,False,$24926,2010-02-07 16:53:00,$17.07,39021,
1534,Male,803,$3867,$80794,4250,Mastercard,Debit,False,$26136,2010-02-07 16:53:00,$76.00,61195,
1626,Male,531,$114223,$60292,4572,Amex,Credit,False,$7200,2010-02-07 16:53:00,$35.59,39021,
1885,Male,753,$75730,$37056,3424,Mastercard,Debit,False,$21895,2010-02-07 16:53:00,$55.36,18215,
1070,Male,745,$58509,$51528,2923,Amex,Credit,False,$13100,2010-02-07 16:54:00,$92.09,23814,
1187,Male,701,$87775,$47334,91,Amex,Credit,False,$12100,2010-02-07 16:54:00,$2.12,60569,
1190,Female,707,$42369,$44383,4508,Visa,Debit,False,$4653,2010-02-07 16:54:00,$14.86,39021,
1534,Male,803,$3867,$80794,4250,Mastercard,Debit,False,$26136,2010-02-07 16:54:00,$26.64,16798,
349,Female,685,$96831,$43229,4314,Visa,Debit,False,$30348,2010-02-07 16:55:00,$32.35,5692,
543,Female,749,$49961,$30721,4708,Mastercard,Debit,False,$6222,2010-02-07 16:55:00,$217.40,73186,
623,Male,616,$39811,$77961,2072,Visa,Debit,False,$9146,2010-02-07 16:55:00,$23.24,73184,
951,Female,709,$12241,$26664,3330,Visa,Debit,False,$8374,2010-02-07 16:55:00,$29.14,61195,
1534,Male,803,$3867,$80794,4250,Mastercard,Debit,False,$26136,2010-02-07 16:55:00,$52.00,61195,
1964,Male,643,$30595,$38637,5898,Mastercard,Debit,False,$17367,2010-02-07 16:55:00,$80.00,43293,
1495,Male,770,$122550,$63433,5767,Visa,Debit,False,$25497,2010-02-07 16:56:00,$69.19,73166,
1880,Male,771,$52419,$31579,2014,Mastercard,Debit,False,$14719,2010-02-07 16:56:00,$47.49,62261,
13,Female,588,$65919,$32378,2109,Mastercard,Credit,False,$10400,2010-02-07 16:57:00,$86.35,51300,
716,Male,769,$21869,$26511,4715,Mastercard,Credit,False,$9800,2010-02-07 16:57:00,$58.41,37369,
920,Female,700,$103891,$28704,2484,Mastercard,Credit,False,$8100,2010-02-07 16:57:00,$-78.00,59935,
1243,Female,705,$26799,$34884,3885,Mastercard,Debit (Prepaid),False,$33,2010-02-07 16:57:00,$-95.00,56431,
1897,Male,741,$247623,$104049,4948,Mastercard,Debit,False,$51302,2010-02-07 16:57:00,$21.96,39021,
1901,Female,730,$107287,$33728,2158,Visa,Debit (Prepaid),False,$59,2010-02-07 16:57:00,$100.00,49789,
199,Female,720,$40161,$78329,1031,Mastercard,Debit,False,$17686,2010-02-07 16:58:00,$4.10,41768,
1843,Male,760,$69,$38761,249,Visa,Debit,False,$8702,2010-02-07 16:58:00,$40.76,59847,
1901,Female,730,$107287,$33728,2158,Visa,Debit (Prepaid),False,$59,2010-02-07 16:58:00,$-100.00,49789,
80,Female,498,$1597,$21815,3917,Visa,Credit,False,$14500,2010-02-07 16:59:00,$115.08,75781,
250,Female,786,$55643,$34671,2793,Mastercard,Credit,False,$8200,2010-02-07 16:59:00,$10.25,16798,
580,Male,768,$3112,$36857,5109,Mastercard,Debit,False,$11399,2010-02-07 16:59:00,$2.82,87625,
852,Female,738,$70128,$40156,90,Amex,Credit,False,$10300,2010-02-07 16:59:00,$-79.00,59935,
1053,Male,636,$93460,$55571,3771,Mastercard,Debit (Prepaid),False,$61,2010-02-07 16:59:00,$1.96,14528,
1130,Female,680,$44779,$44355,92,Amex,Credit,False,$13500,2010-02-07 16:59:00,$44.94,50243,
1534,Male,803,$3867,$80794,4250,Mastercard,Debit,False,$26136,2010-02-07 16:59:00,$-52.00,61195,
820,Female,633,$29713,$41902,3311,Mastercard,Debit (Prepaid),False,$66,2010-02-07 17:00:00,$16.13,16798,
823,Female,807,$9222,$41496,2868,Visa,Credit,False,$8600,2010-02-07 17:00:00,$20.00,27092,
1344,Male,736,$66529,$46843,1027,Visa,Debit,False,$22601,2010-02-07 17:01:00,$44.57,25887,
1091,Female,656,$252106,$53890,3334,Visa,Debit,False,$21744,2010-02-07 17:03:00,$-86.00,26810,
2,Male,673,$80850,$27447,2919,Visa,Credit,False,$7800,2010-02-07 17:04:00,$65.00,61195,
171,Female,694,$142314,$49577,3704,Visa,Debit,False,$13116,2010-02-07 17:04:00,$95.00,61195,
414,Female,709,$44432,$112875,2815,Mastercard,Debit,False,$62703,2010-02-07 17:04:00,$59.38,86977,
489,Male,684,$33657,$36753,5069,Visa,Debit,False,$11347,2010-02-07 17:04:00,$10.27,28001,
776,Male,616,$219213,$97455,5859,Mastercard,Debit,False,$48344,2010-02-07 17:04:00,$160.00,27092,
1812,Female,574,$76898,$50978,2531,Mastercard,Debit,False,$33557,2010-02-07 17:04:00,$71.53,75936,
362,Male,792,$59824,$48710,1129,Visa,Debit,False,$11868,2010-02-07 17:05:00,$110.47,83072,
738,Female,707,$131731,$63974,204,Mastercard,Debit,False,$21997,2010-02-07 17:05:00,$35.80,50783,
474,Male,683,$161166,$80957,5845,Visa,Credit,False,$22300,2010-02-07 17:06:00,$82.00,43293,
2,Male,673,$80850,$27447,2919,Visa,Credit,False,$7800,2010-02-07 17:07:00,$14.14,61195,
724,Female,731,$107898,$35142,2876,Mastercard,Debit,False,$16476,2010-02-07 17:07:00,$35.16,27310,
